Unnamed: 0,comments,Service,clean_sentence,sentiment,cluster,nb_mots,x,y
605,Orange djidji hein ma fibre passe pas depuis hier tchai vous voulez que l’homme change de réseaux oubien venir payer chaque fin du mois de somme élevé et tout le temps des soucis c’est pas affaire hein sérieux,Orange Money,orange djidji hein fibre passer hier tcher vouloir homme change réseau oubien venir payer fin mois somme élevé temps souci affaire hein sérieux,NEGATIVE,0,23,-0.07628219485406852,0.0331299043984882
606,Orange fibre est une véritable arnaque et en plus le service après vente n’existe pas,Orange Money,orange fibr véritable arnaque service vent exister,NEGATIVE,0,7,-0.0853828002748668,0.07819646879012433
608,Bonjour. C'est pas normal que je sois sans connexion internet depuis maintenant deux jours après avoir renouvelé mon abonnement fibre,Orange Money,bonjour normal être connexion internet jour renouveler abonnemer fibre,NEUTRAL,0,9,-0.06573729821681255,-0.01316673980792644
609,NOUS AVONS UN PROBLÈME DANS LA VÉRIFICATION DES SMS WHATSAPP DEPUIS 2 MOIS JUSQU'À MAINTENANT,Orange Money,problème vérification whatsapp mois,NEUTRAL,0,4,-0.05914359197905241,-0.02276199840587026
610,"Ça fait plus de 2semaines que j’ai été prélevé 2 fois d’un même montant pour paiement de ma facture internet 3 requêtes au centre d’appel toujours rien. Si vous ne voulez pas que j’aille faire un scandale dans vos agence REMBOURSER MON ARGENT .
On vous 2 semaines pour rembourser 15mil ???",Orange Money,être prélever fois montant paiement facture internet requête centre appel rien vouloir aill faire scandale agence rembourser argent semaine rembourser,NEGATIVE,0,20,-0.06943496251039763,-0.018827655005212746
611,Arrêtez de foutre la merde avec votre connexion fibre. Nous avons fait notre réabonnement depuis des jours mais la connexion ne passe pas. Vous ignorez nos réclamations.,Orange Money,arrêtez foutre merde connexion fibr réabonnement jour connexion passer ignorer réclamation,NEGATIVE,0,11,-0.06465072625853216,-0.026956620742472022
612,Qui arrive à faire son réabonnement avec max it ou orange monnaie? depuis certain moment je n'arrive plus.,Orange Money,arriver faire réabonnement max orange monnai moment arriver,NEGATIVE,0,8,-0.08218902620830795,0.04897233778317959
613,"Bonjour Orange,
J’ai payé pour l’installation de ma box fibre le 21 juillet.
À ce jour, je n’ai reçu aucun appel ni aucune intervention.
Pouvez-vous m’expliquer ce délai ?",Orange Money,bonjour orange payer installation box fibre juillet jour recevoir aucun appel aucun intervention pouvoir expliquer délai,NEGATIVE,0,16,-0.07091494562914383,0.030345855759449564
614,"Ça fait une semaine que ma vibre ne passe pas , le comble tu appelles le service client sans réponse et sans prise en charge",Orange Money,semaine vibre passer comble appelle service client réponse prise charge,NEGATIVE,0,10,-0.0640328664088399,-0.02459906015943061
615,Tchai fibre de l’homme passe pas on vous écrit vous faites semblant de ne pas voir et vous laissez l’homme dans main de chatboot malgré la demande de mise en relation avec un conseiller.,Orange Money,tchai fibre homme passer écrire fait sembler voir laisser homme main chatboot demande mise relation conseiller,NEGATIVE,0,16,-0.057423812499191415,-0.03531026173966891
616,"Et pour les paiements en ligne comme metapay, ça passe ?",Orange Money,paiement ligne metapay passer,NEUTRAL,0,4,-0.0548058349043297,-0.030192102652147095
617,De quoi s'agit il l'homme est en mode gratuit,Orange Money,agir homme mode gratuit,POSITIVE,0,4,-0.053682300948668986,-0.0344921825366971
618,"Bonheur Thierry Siagbé
Bonjour, écrivez-nous directement en message privé et notre équipe vous assistera.",Orange Money,bonheur thierry siagbé bonjour écrire message priver équipe assister,NEGATIVE,0,9,-0.053135270648589805,-0.026550373714328907
619,C'est fouahhh,Orange Money,fouahhh,NEGATIVE,0,1,-0.051871959412641014,-0.03167640228432689
620,A quand orange bank au Burkina ?,Orange Money,orange bank burkina,POSITIVE,3,3,-0.09834593920220568,0.14507084827213518
621,Les mardi quand je souscris sur max it je ne gagne pas de bonus,Orange Money,mardi souscrire max gagner bonus,POSITIVE,0,5,-0.06045107151024421,-0.028651261191742525
623,À peu près comme didi b peut être que c'est sa formation,Orange Money,didi formation,NEUTRAL,0,2,-0.05345634532240473,-0.03463676337516713
624,Il est trop monstrueux Fuego,Orange Money,trop monstrueux fuego,NEGATIVE,0,3,-0.053014364376446535,-0.04120756182631704
625,"Tchieuuuu
Miedjia
tu es fort dès
en tous cas kiffé himra au quartier hienn nous on kiff le FUEGO",Orange Money,tchieuuuu miedjia fort cas kiffer himrer quartier hienn kiff fuego,NEGATIVE,0,10,-0.05829212244245741,-0.040419137717688285
626,"Vous la vrai vrai
Miedjia
est fort hein c’est pas croyable il a une facilité à chanter non fhum",Orange Money,vrai vrai miedjia fort hein croyable facilité chanter non fhum,POSITIVE,0,10,-0.05991432610142896,-0.03446341816731857
627,Un pure délice,Orange Money,pur délic,POSITIVE,0,2,-0.051871959412641014,-0.03167640228432689
628,Merci d'avoir respecté nos oreilles,Orange Money,respecter oreille,POSITIVE,0,2,-0.05455504090601062,-0.034024902590279064
629,Orange j'ai un souci je vs ai écrit... J'ai pas encore été pris en charge svp?,Orange Money,orange souci écrire être prendre charge svp,NEUTRAL,0,7,-0.08788001249285869,0.07709533690448157
630,"On pul up les cuis qui coulent, putain arrêtez de succer... 92i",Orange Money,pul cui couler putain arrêter succer,NEGATIVE,0,6,-0.05662370836501675,-0.025161828195986214
631,"Je boyan le wé c'est trop tchô, le dagbassi est zoo
Orange Money",Orange Money,boyan trop tchô dagbassi zoo orange money,NEGATIVE,3,7,-0.1669032796035526,0.4153657974122742
632,La connexion est chère ces toux,Orange Money,connexion cher toux,POSITIVE,0,3,-0.06582335277229083,-0.0259828543262796
633,"FUEGO (
Miedjia
) est l’artiste ivoirien le plus complet!",Orange Money,fuego miedjia artiste ivoirien complet,NEGATIVE,0,5,-0.058702113725532884,-0.03507745785171574
634,Miedja Miedja Fhumm toujours fidèle à sa vibe. Tu es fort ton temps viendra,Orange Money,miedja miedja fhumm fidèle vibe fort temps venir,POSITIVE,0,8,-0.06159256408945638,-0.034202785589521355
635,Force à toi mon vieux,Orange Money,force vieux,NEGATIVE,0,2,-0.05870556465469044,-0.04029154337004672
636,Trop fort cet artiste,Orange Money,trop fort artiste,NEGATIVE,0,3,-0.06107747401898747,-0.04736991584696124
637,Son la es méchant hein,Orange Money,mécher hein,POSITIVE,0,2,-0.052680549532554584,-0.014439845095281732
638,T'es fort vieux,Orange Money,fort vieux,NEUTRAL,0,2,-0.0709564827356376,-0.05055880210021584
639,Il chante bien hein,Orange Money,cher bien hein,POSITIVE,0,3,-0.05864868931147046,-0.019960022168171502
640,"Orange
mais c’est quoi avec vous? vous répondez pas aux préoccupations par écrit votre service client téléphonique aussi on dirait c’est fantôme toute la journée personne pour répondre, toujours occupé.",Orange Money,orange répondre préoccupation écrire service client téléphonique dire fantôme journée répondre occuper,NEUTRAL,0,12,-0.07879868130636958,0.05064246912130301
641,Wesh t'es,Orange Money,wesh,NEUTRAL,0,1,-0.051871959412641014,-0.03167640228432689
642,Fuego est trop fort,Orange Money,fuego trop fort,NEGATIVE,0,3,-0.061392264868307136,-0.04776655511539555
643,Miedjia tu n’es pas l’homme hein,Orange Money,miedjia homme hein,NEUTRAL,0,3,-0.05325103129251065,-0.028390276157237177
644,Trop,Orange Money,trop,NEGATIVE,0,1,-0.049618801045966235,-0.0441178287507384
645,Trop fort,Orange Money,trop fort,NEGATIVE,0,2,-0.06162924275252594,-0.04911664403154104
646,Fort non,Orange Money,fort non,NEGATIVE,0,2,-0.06692052074387893,-0.0430550344208347
647,Instrumental de la chanson <<Aucune attache>> de keblack,Orange Money,instrumental chanson aucun attache keblack,NEGATIVE,0,5,-0.05542969614001027,-0.029908817736206572
648,Orange vs êtes raciste inn ça fait 2abs que je ne peux pas épargné sur Tik tak ni prendre de prêt je me promène d'agence en agence,Orange Money,orange être raciste inn épargner tik tak prendre prêt promener agence agence,NEGATIVE,0,12,-0.07990612879475757,0.04910684176502165
649,"Ah super, ça, très belle initiative pour la musique ivoirienne",Orange Money,super bel initiative musique ivoirien,POSITIVE,0,5,-0.05742435663037063,-0.03275439975399005
650,Le nom de l’artiste svp ??,Orange Money,nom artiste svp,NEUTRAL,0,3,-0.05359631798436435,-0.04230950601159925
651,Le son est trop lourd,Orange Money,trop lourd,NEGATIVE,0,2,-0.05301052118072465,-0.04062929833235164
653,On dirait qu'il est son propre arrangeur hein,Orange Money,dire propre arrangeur hein,POSITIVE,0,4,-0.04549692088844878,-0.024693444279877127
654,Ya Dieu dedans forcément,Orange Money,dieu forcément,POSITIVE,0,2,-0.061857866325245946,-0.035431929588793064
655,Trop de talent,Orange Money,trop talent,POSITIVE,0,2,-0.05201050754061699,-0.03971588551965839
656,Tropp bon la Meidj,Orange Money,tropp bon meidj,POSITIVE,0,3,-0.05839978797279001,-0.034615372571295634
658,Quand je reçois 444 Alerte Arnaque : Ne suivez aucune instruction telephonique relative a votre compte Orange Money meme si on vous promet un bonus ou un cadeau d'Orange CI je sourire à même temps,Orange Money,recevoir alerte arnaque suivre aucun instruction telephonique compte orange money promettre bonus cadeau orange sourire temps,NEGATIVE,3,16,-0.13287117426096018,0.2826469897767284
660,Le meilleur message qu'on puisse recevoir,Orange Money,meilleur message pouvoir recevoir,POSITIVE,0,4,-0.04393300699557842,-0.018349871056697113
661,Bonjour orange svp pourquoi l’appli max it ne passe pas ?,Orange Money,bonjour oranger svp appli max passer,POSITIVE,0,6,-0.06296100979477338,-0.025677443562332338
662,Ça ne passe pas sur iPhone,Orange Money,passer iphone,POSITIVE,0,2,-0.06115984526794417,-0.03365117582096094
663,Bsr,Orange Money,bsr,NEUTRAL,0,1,-0.05307911586168095,-0.03348229785752344
664,"Orange Money
, OM pay c'est quoi au juste ?",Orange Money,orange money pay,NEGATIVE,3,3,-0.19434463446202596,0.5189934003622405
665,Le service Max it fonctionne pas aujourd'hui là hein,Orange Money,service max fonctionner hein,POSITIVE,0,4,-0.058910531471319826,-0.016778015903373637
666,"C'est grâce à
Wave Côte d'Ivoire",Orange Money,grâce wave côte ivoire,POSITIVE,1,4,0.518858402394824,0.16913672477065977
667,bsr info,Orange Money,bsr info,POSITIVE,0,2,-0.05348459430096373,-0.03368820263488778
668,J'aime bien l'interface,Orange Money,aimer bien interface,POSITIVE,0,3,-0.05610254563965806,-0.031216280156171016
669,Le cœur du zouglou,Orange Money,cœur zouglou,NEGATIVE,0,2,-0.05156640947906423,-0.032056350400135554
671,"Cool
Je serai à Yamoussoukro précisément à Yakro sur Seine",Orange Money,cool être yamoussoukro précisément yakro seine,POSITIVE,0,6,-0.05997643888779433,-0.015544452158502807
672,Le grand lova,Orange Money,grand lova,POSITIVE,0,2,-0.05177034138185328,-0.03624627465174792
673,Yabongo toujours,Orange Money,yabongo,NEUTRAL,0,1,-0.05312650183773862,-0.03298633238946561
675,"Pour y être il faudrait que les collaborateurs d'OCI reçoivent leurs commissions
on s'amuse lorsqu'on un peu ... Cherchez a régler le soucis des commissions de vente de kits et les ouvertures de compte OM.
Cordialement",Orange Money,falloir collaborateur oci recevoir commission amuser cherchez régler souci commission vente kit ouverture compte cordialement,NEGATIVE,0,15,-0.05458565363371355,-0.02387228648244916
676,On vend des kits et on ne reçoit pas nos commissions,Orange Money,vendre kit recevoir commission,NEGATIVE,0,4,-0.0484679165573061,-0.034357354301783494
677,Eeeh mon Dagou ooo,Orange Money,eeeh dagou ooo,NEGATIVE,0,3,-0.05481739331337909,-0.03556814978217294
678,Mon idole à vie,Orange Money,idole vie,POSITIVE,0,2,-0.04983508330584181,-0.02288094034312549
679,"Pierre Foissey
voilà ça hein mon bon fils",Orange Money,pierre foissey hein bon fils,POSITIVE,0,5,-0.055233777894039084,-0.025676483352017554
680,"Force à toi
vieux je suis fan",Orange Money,force vieux fan,NEUTRAL,0,3,-0.05639670655025883,-0.036852765178628615
681,Soumangourou est encore labas ehhh vieux la laisse pas hein mes respects,Orange Money,soumangourou laber ehhh vieux laisse hein respect,NEUTRAL,0,7,-0.053765064413433636,-0.0297814214031793
682,C'est top,Orange Money,top,POSITIVE,0,1,-0.056671859953628834,-0.02508419854301816
683,Esprit de sofa !!!,Orange Money,esprit sofa,NEGATIVE,0,2,-0.05175877548126455,-0.03283115522014231
684,Éééh ouais mon rêve sais de voir YABONGO Long vie à toi vieux,Orange Money,éééh ouer rêve sai voir yabongo long vie vieux,POSITIVE,0,9,-0.05840377212055924,-0.03260747240911158
685,"Nous n'avons pas de réseau chez nous, on a besoin de réseau orange",Orange Money,réseau besoin réseau orange,NEUTRAL,3,4,-0.0977631166107682,0.10804175342993468
686,La force tranquille,Orange Money,force tranquille,POSITIVE,0,2,-0.054293942683530765,-0.037577052812059385
687,"Zougloutiser dans mon compte OM
Orange Money
le 25 juillet c'est mon anniversaire.",Orange Money,zougloutiser compte orange money juillet anniversaire,NEGATIVE,3,6,-0.13484581872890333,0.29472997025560227
688,"Mon frère à déjà pris son ticket
LOVA",Orange Money,frère prendre ticket lover,POSITIVE,0,4,-0.05719360587034014,-0.03251592335189203
689,C’est chooor,Orange Money,chooor,NEUTRAL,0,1,-0.051871959412641014,-0.03167640228432689
690,Ayoka le père,Orange Money,ayoka père,POSITIVE,0,2,-0.05267458022036221,-0.033041782590331144
691,C'est gratuit ?,Orange Money,gratuit,POSITIVE,0,1,-0.05226991826607968,-0.030892827714597174
692,"Orange
Orange Money
; je reviens encore vous relancer par rapport à mon virement Iban.
Retournez moi mon argent, bientôt un mois que je suis derrière vous .",Orange Money,orange orange money revenir relancer rapport virement iban retournez argent bientôt mois,NEGATIVE,3,12,-0.13628548707688884,0.28959864727720663
693,Vraiment moi j'adore,Orange Money,vraiment adorer,POSITIVE,0,2,-0.058789147290054564,-0.03395909818282724
694,"C'est super, mais je reçois toujours les virements 24h après souvent même 48h après
Faites que les virements soient instantanés",Orange Money,super recevoir virement fait virement être instantaner,POSITIVE,0,7,-0.053897209379558886,-0.025235876415076356
695,"Je ne recommande pas du tout ce service.
J'ai effectué un virement depuis le 29 juin depuis mon compte Iban et le virement est toujours en cours de traitement jusqu'aujourd'hui sans que le compte de la personne ne soit crédité. Pourtant vous avez fait le prélèvement et même vos frais.
Une transaction qui était urgente est devenue un problème sur ma tête. Depuis je ne fais que courir derriere vous, appel sur appel, des réclamations qui n'aboutissent pas. Aller à l'agence zéro.
Aucune solution, ce matin on me dit que la réclamation est toujours en cours de traitement et qu'ils n'ont pas eu de retour donc de patienter. Je dois patienter pendant combien de temps? Pendant combien de temps?
Depuis le 29 juin;
Orange
,
Orange Money
je veux mon argent; je suis fatiguée
.",Orange Money,recommander service effectuer virement juin compte iban virement cours traitement compte crédité pourtant avoir prélèvement frais transaction urgent devenir problème tête courir appel appel réclamation aboutir aller agence zéro aucun solution matin réclamation cours traitement patienter devoir patienter temps temps juin orange orange money vouloir argent fatiguer,NEGATIVE,3,47,-0.09765415701877637,0.11195965893239422
696,IBA et moi c'est pour la vie,Orange Money,iba vie,POSITIVE,0,2,-0.04983508330584181,-0.02288094034312549
697,"Orange Money
c'est quoi la crédibilité de ce service
Juste un essai j'ai fait depuis une semaine toujours rien ....
C'est une anarque ou quoi je dois payer ma scolarité de mon enfant j'ai besoin de réponse .en ligne on me dit de me rendre dans une agence j'y suis on me dit la structure doit venir et tout poufff décevant .
Faites des tests avant de proposer des services",Orange Money,orange money crédibilité service essai semaine rien anarque devoir payer scolarité enfant besoin réponse ligne agence structure venir poufff décevoir faites test proposer service,NEGATIVE,3,24,-0.10597318262438933,0.1493203986030952
698,"Orange Money
j'ai ete blackliste suite a une demande du code OM pour transférer mon argent depuis mon compte IBAN a mon compte Orange money d’apres vous pour code eronne. Après plus de 7 requêtes a l’agence cosmos a l’agence de cap sud a des appels au services client rien n'a été. Ou je peux me retourner ? Cela fait pres d’un mois que ca dur",Orange Money,orange money ete blackliste suite demande code transférer argent compte iban compte orange money code eronn requête agence cosmo agence cap sud appel service client rien être retourner mois dur,NEGATIVE,3,30,-0.13317191641083093,0.248100979953835
699,Coool,Orange Money,coool,NEUTRAL,0,1,-0.051871959412641014,-0.03167640228432689
701,"Bonjour
Orange Money
J'aimerais savoir quel est:
-le montant maximum en envoi et réception par jour, semaine,mois avec son IBAN.
-Le montant maximal en salaire
-Le délai de réception des virements",Orange Money,bonjour orange money aimer savoir montant maximum envoi réception jour semaine mois iban montant maximal salaire délai réception virement,NEUTRAL,3,19,-0.0959219782113939,0.11866306003331857
702,Svp comment réinitialiser mon code secret sans me déplacer à une agence orange,Orange Money,svp réinitialiser code secret déplacer agence oranger,NEGATIVE,0,7,-0.0635042649586989,-0.027861052835349197
703,Encore trop cher.,Orange Money,trop cher,NEGATIVE,0,2,-0.055077921633986164,-0.03925999374037105
704,Pris de loyer n'est pas cher yfr ...,Orange Money,prendre loyer cher yfr,NEUTRAL,0,4,-0.058813410241163225,-0.034423493128186065
705,Ceci fait partie des 25000F???,Orange Money,partie,POSITIVE,0,1,-0.05417806460914308,-0.03429811231701221
706,Donne moi ton numéro OM bro,Orange Money,donne numéro bro,NEUTRAL,0,3,-0.055651599832424486,-0.028591243925043724
707,"Je viens d’installer pour moi
Je veux essayer quelque chose à travers vos différents dépôts",Orange Money,venir installer vouloir essayer chose travers dépôt,NEGATIVE,0,7,-0.06034824331969613,-0.040373882768746316
708,Faites pour moi d'abord,Orange Money,faites,POSITIVE,0,1,-0.05334463576791249,-0.032904506324430406
709,Faites pour moi je vais vérifier voir si sa fonctionne toujours,Orange Money,faites vérifier voir fonctionne,NEGATIVE,0,4,-0.05158765617835311,-0.031762328765839114
710,Envoyer ton numéro,Orange Money,envoyer numéro,NEGATIVE,0,2,-0.057583865234572665,-0.020970688310039433
711,Je peux avoir de plus amples informations concernant OM Pay s'il vous plaît ?,Orange Money,ample information pay plaire,POSITIVE,0,4,-0.0531039698690607,-0.025109084082619953
712,Le code pour réinitialiser code OM j'ai oublié mon compte,Orange Money,code réinitialiser code oublier compte,NEGATIVE,0,5,-0.05633157898759742,-0.03256058213400107
713,Ok yafor,Orange Money,yafor,NEUTRAL,0,1,-0.05172940739380903,-0.03210059919384554
714,Toi le grand OMP quoi tu nous demandes de sciencé,Orange Money,grand omp demander sciencé,POSITIVE,0,4,-0.05100680631649354,-0.03733971099963488
716,Éjaculation précoce dure maintenant que internet c'est comment ?,Orange Money,éjaculation précoce dur internet,NEGATIVE,0,4,-0.05591322453208953,-0.02845671652210914
717,"C’est fait
. Trop top !",Orange Money,trop top,POSITIVE,0,2,-0.05394105525648192,-0.03337927435361939
718,"Faite un peu dépôt à
Orange Money
svp
Le boss n’est pas méchant faut juste savoir le gérer",Orange Money,faite dépôt orange money svp boss mécher falloir savoir gérer,NEUTRAL,3,10,-0.12105264466592086,0.23254551039003726
719,et a san Pedro,Orange Money,san pedro,POSITIVE,0,2,-0.04927048211157514,-0.03173638823306746
720,On vous attend à Korhogo,Orange Money,attendre korhogo,NEUTRAL,0,2,-0.04169252737264765,-0.0345913496478277
721,"Je sais que je vous doit hein mais diminué vos messages c'est chaud a l'heure la 2k peut pas vous faire tomber
Orange Money
meilleur réseau",Orange Money,savoir hein diminuer message chaud heure faire tomber orange money meilleur réseau,POSITIVE,3,12,-0.1260336097928246,0.234661921826321
722,On dit votre internet fini vite vous dites quoi?,Orange Money,internet finir vite dire,NEUTRAL,0,4,-0.051365149404638585,-0.024971682822931093
723,"Orange Money
Nassê en Abbey
Bia en Abidji
Anitché en dioula
Gracias en espagnol
Thanks en Anglais
Matondi en Lingala
Ce moment m'a vraiment aidé votre merci peut pas finir
On est parti pour partir jusqu'à la gare
Merci au boss Landry pour l'accueil
Dimanche on dit y'a team paiya je suis au rebond",Orange Money,orange money nassê abbey bia abidji anitché diouler gracias espagnol thanks anglais matondi lingala moment vraiment aider finir partir partir gare boss landry accueil dimanche team paiyer rebond,NEGATIVE,3,28,-0.10322673318191825,0.1600378876138148
724,Vous les meilleurs que je connais,Orange Money,meilleur connaître,POSITIVE,0,2,-0.05250944452750241,-0.014159089671324648
725,"Orange Money
normalement hein si on veut bien voir hein je dois avoir un ticket. Le boss fariman dit quoi",Orange Money,orange money normalement hein vouloir bien voir hein devoir ticket boss fariman,NEUTRAL,3,12,-0.10863543705098176,0.18426326993667294
726,"En tout cas avec Orange sur l'échelle nationale Ivoirien , c'est sans stress...",Orange Money,cas orange échelle national ivoirien stress,NEUTRAL,3,6,-0.09250498035146691,0.10649678301038656
727,"OM, c'est plus qu'un service, c'est une famille.
Quand on ne veut pas payer le prix, on met la famille devant",Orange Money,service famille vouloir payer prix mettre famille,POSITIVE,0,7,-0.05755674664270022,-0.03194523567311004
728,"En tout cas on a aimé vos commentaires
Ceux qui ont tué même, checker vos inbox, on vous a écrit la bas.
Didi Benzemi
Baba Keke
SaMajesté Cyruslebéni
Rdv Dimanche
C’est gâté",Orange Money,cas aimer commentaire tuer checker inbo écrire didi benzemi baba keke samajesté cyruslebéni rendez-vous dimanche gâté,POSITIVE,0,16,-0.05579540763772068,-0.02969840967869846
729,"OM,c'est doux amer.",Orange Money,doux amer,POSITIVE,0,2,-0.05514844018500094,-0.03561794512665191
730,Coffre fort,Orange Money,coffre fort,POSITIVE,0,2,-0.0641699757198409,-0.04614117873677906
731,Compte Tik tak est mieux hein en bon ya pas débat,Orange Money,compte tik tak mieux hein bon débat,NEUTRAL,0,7,-0.05822686846693631,-0.02053299517903339
732,"Si le coffre fort pouvait fonctionner comme nos comptes épargnent avec, cela allait être très intéressant",Orange Money,coffre fort fonctionner compte épargner aller intéressant,POSITIVE,0,7,-0.06301993564617324,-0.038854339367582987
733,Envoyez seulement,Orange Money,envoyez,NEGATIVE,0,1,-0.051871959412641014,-0.03167640228432689
734,Moi je veux que mon compte devient un compte classique,Orange Money,vouloir compte devenir compte classique,NEUTRAL,0,5,-0.06034104636685298,-0.02904742961715709
735,"Non mais Tiktak elle là pour me sauver la vie Merci à Orange merci infiniment à vous de penser à nous avec tiktak, tu n’as plus besoin de faire pitié devant qui que ce soit tu prends ton crédit tranquillement en Sandra de quelqu’un et c’est tout!!!
Merci !",Orange Money,non tiktak sauver vie orange infinimer penser tiktak besoin faire pitier prend crédit tranquillement sandra,NEGATIVE,0,15,-0.0751667889641627,0.03373210801638687
736,"Orange le seul réseau mobile qui reçoit virement bancaire. IBAN OM
même hors de l’UEMOA",Orange Money,orange réseau mobile recevoir virement bancaire iban uemoa,POSITIVE,0,8,-0.0790883253273839,0.06682142407489762
737,"C’est quand vous allez donner cadeau
la ou bien on n’a qu’à faire bruit d’abord quoi ?",Orange Money,aller donner cadeau bien faire bruit,POSITIVE,0,6,-0.048853690217496464,-0.03973544247590623
738,On départage la wari. Un sera fort que l'autre mais le plus important c'est de se mettre en sécurité. Merci orange pour la gestion financière. Vous nous mettez dans bon même,Orange Money,départage wari fort important mettre sécurité oranger gestion financier mettre bon,POSITIVE,0,11,-0.06897484861762415,-0.022896742551423575
739,"Quel mot dire pour flatter. Actuellement je suis en vacances après 9 mois de stress. En m'offrant cette opportunité me ferait beaucoup plaisir pour retrouver la joie. Merci déjà à
Orange Money
pour l'initiative. Acte de me voir choisir",Orange Money,mot flatter actuellement vacance mois stress offrir opportunité faire beaucoup plaisir retrouver joie orange money initiative acte voir choisir,NEUTRAL,3,19,-0.09944298362112877,0.14965616540418133
740,Comment prendre un prêt avec orange s'il vous plaît,Orange Money,prendre prêt orange plaire,POSITIVE,0,4,-0.08457165438039778,0.09130953859419705
741,"Moi je veux commencer a déposer mon argent sur OM, mais votre histoire de timbres 100f m'énerve sérieux.",Orange Money,vouloir commencer déposer argent histoire timbre énerver sérieux,POSITIVE,0,8,-0.06282380368224706,-0.0353463174719667
742,"Tik tak là moi Orange m'a mis au rouge hein. Je peux pas avoir aussi oh aaahh
Orange Money",Orange Money,tik tak orange mettre rouge hein aaahh orange money,NEGATIVE,3,9,-0.15970878925061166,0.37136832014927573
743,"Depuis je suis né
Mon commentaire n'a jamais été affiché comme ça
Eh
Orange Money
anitché",Orange Money,commentaire jamais être afficher orange money anitché,NEGATIVE,3,7,-0.13651091755751382,0.28202925142655716
744,"Orange Money
Kedjevara + Orange Money = coma dans l’ambiance
! Si je ne suis pas invité, je vais envoyer un SOS à MTN par jalousie
. Invitez-moi avant que la jalousie ne m’empoisonne",Orange Money,orange money kedjevara orange money coma ambiance inviter envoyer mtn jalousie invitez jalousie empoisonn,NEGATIVE,3,14,-0.21030869259344678,0.57368815502473
745,Laissez coffre fort achetez les unités on va voir quelque chose,Orange Money,laissez coffre fort acheter unité voir chose,POSITIVE,0,7,-0.062284767657536516,-0.04205851861978403
746,"Moi, quant les autres réseaux sautent sautent et que
Orange
me mets dans bon.",Orange Money,réseau sauter sauter orange mets bon,NEUTRAL,0,6,-0.08541226969983312,0.07097067706906367
747,"Tiktak ????
C'est ql application ça encore",Orange Money,tiktak application,POSITIVE,0,2,-0.05454157908548031,-0.02848979045615537
748,Moi j’arrive pas à ouvrir mon coffre fort,Orange Money,arriver ouvrir coffre fort,POSITIVE,0,4,-0.06159372855122627,-0.03954011117084344
749,"Bonjour
Orange Money
c’est quoi le soucis avec les retraits depuis hier ?",Orange Money,bonjour orange money souci retrait hier,NEGATIVE,3,6,-0.1379179936134942,0.29666695123292314
750,"Orange songez a annuler nos dettes on va reprendre a zéro comme le fait la banque
mondiale souvent",Orange Money,orange songer annuler dette reprendre zéro banque mondial,NEGATIVE,0,8,-0.08075038639528113,0.08583919014579142
751,Moi j’arrive pas a ouvrir mon coffre fore,Orange Money,arriver ouvrir coffre forer,NEGATIVE,0,4,-0.05386828728530621,-0.03380089401854404
752,"Bon y’a pas réseau a la cité CIDT Bouake, depuis des mois maintenant c’est pour quelle raison ? respectez nous un peu, souvent même t’ai couche message ne passe pas. Internet même tu dois sortir de la cour te mettre dehors pour avoir réseau",Orange Money,bon réseau cité cidt bouake mois raison respecter couche message passer internet doi sortir cour mettre réseau,POSITIVE,0,17,-0.07076269748965298,-0.010719798472735118
753,Bonjour Orange . Je vien de faire une transaction de mon orange money vers ma banque. Le compte orange money a été débité. Mais le compte banquaire n'a pas été créditéBonjour Orange . Je vien de faire une transaction de mon orange money vers ma banque. Le compte orange money a été débité. Mais le compte banquaire n'a pas été crédité,Orange Money,bonjour orange vien faire transaction orange money banque compte oranger money être débiter compte banquair être créditébonjour orange vien faire transaction orange money banque compte oranger money être débiter compte banquair être créditer,NEGATIVE,3,33,-0.1323929562521082,0.2584389979416145
754,"Expliquer moi ça d’abord car c’est depuis samedi que j’ai lancé l’annulation et aujourd’hui j’ai reçu ça
Mais mon argent n’a pas été restitué",Orange Money,expliquer samedi lancer annulation recevoir argent être restituer,NEGATIVE,0,8,-0.05519084086397829,-0.02380737151235887
755,"Orange Money
votre service iban ne fonctionne pas ...
Mon salaire est bloqué depuis 2 semaines j'ai des charges et des enfants à charges ...dites moi qu'es-ce que je dois faire .
J'ai des urgences c'est quoi le problème",Orange Money,orange money service iban fonctionner salaire bloquer semaine charge enfant charge dire devoir faire urgence problème,NEGATIVE,3,16,-0.1040486858075586,0.15119647292476832
756,Bonjour Orange . Depuis le 8 juillet jai faire une transaction de 110.000 de mon orange money vers ma banque. Le compte orange money a été débité. Mais le compte banquaire n'a pas été crédité. Jusqa present jai pas encore reçu mon argent,Orange Money,bonjour orange juillet jer faire transaction orange money banque compte oranger money être débiter compte banquair être créditer jusqa preser jai recevoir argent,NEGATIVE,3,23,-0.12300859108457471,0.2272280622026296
757,"Orange Money
Merci pour le service mais s'il vous plaît revoyez le temps de réception, 24h c'est trop",Orange Money,orange money service plaire revoir temps réception trop,NEGATIVE,3,8,-0.13055448269141032,0.26634922940421313
758,Un réseau que j'ai détesté hier mais aujourd'hui je suis vraiment satisfait de vos différents services en tout cas je vous dis merci,Orange Money,réseau détester hier vraiment satisfait service cas dire,POSITIVE,0,8,-0.05703776562898513,-0.016029705105140672
